id,name,full_name,stargazers_count
141335853,jeelizPupillometry,jeeliz/jeelizPupillometry,100
145919729,NanoXLSX,rabanti-github/NanoXLSX,100
158595713,SwiftLSPClient,ChimeHQ/SwiftLSPClient,103
142018090,ts3j,Manevolent/ts3j,103
94249971,EasyDi,tinkoff-mobile-tech/EasyDi,105
130606512,cddlib,cddlib/cddlib,106
112834020,awesome-genetics,plashchynski/awesome-genetics,106
182959890,parse_it,naorlivne/parse_it,106
24865483,m3u8,sethdeckard/m3u8,107
196093744,webmention.js,PlaidWeb/webmention.js,108
40336216,django-eventtools,gregplaysguitar/django-eventtools,108
17121881,googleads-dotnet-lib,googleads/googleads-dotnet-lib,109
3264627,liblcf,EasyRPG/liblcf,109
174379054,react-demo-projects,afozbek/react-demo-projects,109
61100920,videojs-contrib-hls.js,Peer5/videojs-contrib-hls.js,109
122484437,xtgeo,equinor/xtgeo,109
68119757,react-native-physics,mileung/react-native-physics,109
188094787,test-each,ehmicky/test-each,109
139312143,NMEA,nimaltd/NMEA,110
69273058,sawmill,logzio/sawmill,110
99630087,odyssey-scrollyteller,abcnews/odyssey-scrollyteller,111
64966930,JRakNet,whirvis/JRakNet,111
142657210,sniffio,python-trio/sniffio,111
12610074,clunet,ClusterM/clunet,111
16026402,android-library,owncloud/android-library,112
63685997,swifty-receipt-validator,crashoverride777/swifty-receipt-validator,112
180730200,conio.h,zoelabbb/conio.h,113
27406442,pyexcel-xlsx,pyexcel/pyexcel-xlsx,113
203626683,defexception,redplanetlabs/defexception,113
28538886,buddy-sign,funcool/buddy-sign,114
180528103,DraggablePanel,hoanganhtuan95ptit/DraggablePanel,115
119831298,maggot,ex4sperans/maggot,115
111742361,intx,chfast/intx,116
112973180,ersip,poroh/ersip,116
144043320,daqhats,mccdaq/daqhats,117
149125702,ghost-search,HauntedThemes/ghost-search,117
164686958,react-native-PixelsCatcher,rumax/react-native-PixelsCatcher,117
58287843,Carpaccio,mz2/Carpaccio,117
176733561,agnes,kgabis/agnes,118
6349954,lingpy,lingpy/lingpy,119
9969081,balagan,clojurewerkz/balagan,119
100855625,FT800-FT813,RudolphRiedel/FT800-FT813,119
175811609,wasm,polkadot-js/wasm,119
5544549,morpher-js,jembezmamy/morpher-js,120
61955693,CheapStepper,tyhenry/CheapStepper,120
129778011,Flocking-Simulation,techcentaur/Flocking-Simulation,120
198123683,dumper,notable/dumper,122
202198265,ocicrypt,containers/ocicrypt,123
19176652,vertx-pac4j,pac4j/vertx-pac4j,123
74780728,McuOnEclipseLibrary,ErichStyger/McuOnEclipseLibrary,124
89068212,LuckyWheel_Android,mmoamenn/LuckyWheel_Android,124
164931903,PyViCare,somm15/PyViCare,124
77646849,conjungo,InVisionApp/conjungo,124
3970418,play-jsmessages,julienrf/play-jsmessages,124
16131325,cppWebSockets,mnisjk/cppWebSockets,125
