repo_id,commits,interval
141335853,1,145
141335853,1,124
141335853,9,82
141335853,5,81
145919729,2,125
145919729,3,101
145919729,2,97
145919729,10,92
145919729,13,86
145919729,2,153
145919729,1,152
158595713,2,113
158595713,17,109
158595713,4,101
158595713,11,99
158595713,2,150
158595713,5,140
158595713,1,138
158595713,2,115
158595713,2,107
158595713,4,106
158595713,6,149
158595713,5,141
158595713,3,112
158595713,9,110
158595713,8,148
158595713,9,147
158595713,4,102
158595713,1,151
158595713,8,111
142018090,2,114
142018090,4,108
142018090,3,100
142018090,2,133
142018090,2,111
142018090,1,104
142018090,8,93
142018090,1,92
142018090,1,151
142018090,3,126
142018090,1,124
142018090,7,86
142018090,37,84
142018090,2,110
142018090,5,103
142018090,3,95
142018090,2,89
142018090,21,85
142018090,11,90
142018090,4,88
142018090,30,82
142018090,4,150
142018090,1,109
142018090,1,97
142018090,5,87
142018090,2,153
142018090,3,152
142018090,15,83
94249971,1,123
94249971,4,33
94249971,8,30
94249971,6,149
94249971,4,99
94249971,5,85
94249971,5,25
94249971,1,24
94249971,1,100
94249971,5,43
94249971,2,31
94249971,37,29
94249971,11,146
94249971,3,124
94249971,4,67
94249971,2,42
94249971,3,26
130606512,1,62
130606512,1,-784
130606512,6,120
130606512,1,95
130606512,1,-556
130606512,3,81
130606512,3,75
130606512,8,73
130606512,1,-464
130606512,2,-825
130606512,1,-740
130606512,1,-860
130606512,1,79
130606512,1,71
130606512,3,-4
130606512,2,-591
130606512,1,-697
130606512,1,-827
130606512,1,-862
130606512,1,-898
130606512,1,-86
130606512,1,-463
130606512,1,-514
130606512,1,-701
130606512,1,-783
130606512,1,-927
130606512,2,72
130606512,36,69
130606512,1,-247
130606512,1,-849
130606512,1,-858
130606512,3,-864
130606512,6,122
130606512,1,77
130606512,1,70
130606512,1,-594
130606512,1,-824
130606512,7,76
112834020,1,50
112834020,5,49
112834020,15,48
182959890,3,150
182959890,5,134
182959890,3,133
182959890,3,142
182959890,13,137
182959890,2,130
182959890,17,127
182959890,20,124
182959890,3,156
182959890,3,153
182959890,29,143
182959890,5,129
182959890,29,123
182959890,3,155
182959890,8,135
182959890,9,138
182959890,5,131
182959890,68,121
182959890,3,157
182959890,5,147
182959890,3,141
182959890,3,152
182959890,1,139
182959890,15,125
182959890,39,122
182959890,3,149
182959890,8,136
182959890,1,128
24865483,3,-15
24865483,2,-42
24865483,10,-43
24865483,3,84
24865483,1,19
24865483,1,14
24865483,11,8
24865483,2,6
24865483,11,-44
24865483,6,20
24865483,1,12
24865483,6,5
24865483,3,-13
24865483,3,-37
24865483,1,-40
24865483,8,15
24865483,2,-21
24865483,1,-23
24865483,6,-34
24865483,4,-36
24865483,21,9
24865483,3,4
24865483,2,-35
24865483,4,-38
196093744,4,153
196093744,2,147
196093744,2,145
196093744,4,140
196093744,12,132
40336216,2,-42
40336216,4,-47
40336216,2,-50
40336216,6,9
40336216,3,-38
40336216,5,-39
40336216,8,-43
40336216,11,-46
40336216,1,22
40336216,3,-34
40336216,2,-21
40336216,2,-29
40336216,2,-44
40336216,5,-48
40336216,3,-49
40336216,1,85
40336216,22,-13
40336216,3,-9
40336216,2,-33
40336216,2,-37
40336216,7,58
40336216,7,20
17121881,2,21
17121881,2,-2
17121881,2,-19
17121881,2,-9
17121881,2,-21
17121881,2,106
17121881,3,27
17121881,4,7
17121881,2,-50
17121881,2,124
17121881,1,114
17121881,2,70
17121881,2,41
17121881,1,79
17121881,2,40
17121881,2,33
17121881,2,72
17121881,2,61
17121881,3,59
17121881,2,135
17121881,2,-27
17121881,2,-11
17121881,2,73
17121881,2,-39
17121881,2,75
17121881,2,-16
17121881,1,-14
17121881,2,32
17121881,2,9
17121881,2,111
17121881,2,46
17121881,2,-37
17121881,2,-43
17121881,2,137
17121881,2,120
17121881,2,34
17121881,2,65
17121881,2,-46
17121881,2,109
17121881,2,86
17121881,2,12
17121881,4,-31
17121881,2,78
17121881,1,90
17121881,2,83
17121881,2,149
17121881,2,98
17121881,2,22
17121881,3,-30
17121881,2,80
17121881,2,64
17121881,3,-17
17121881,2,45
3264627,3,110
3264627,2,71
3264627,3,45
3264627,2,26
3264627,7,-40
3264627,5,155
3264627,5,126
3264627,1,56
3264627,1,44
3264627,3,40
3264627,7,36
3264627,3,-32
3264627,5,113
3264627,4,105
3264627,2,15
3264627,2,-13
3264627,2,143
3264627,1,80
3264627,2,109
3264627,6,103
3264627,4,5
3264627,2,20
3264627,2,-41
3264627,1,-57
3264627,4,141
3264627,4,117
3264627,6,133
3264627,5,115
3264627,27,101
3264627,1,58
3264627,2,50
3264627,3,-30
3264627,3,140
3264627,7,153
3264627,8,102
3264627,6,100
3264627,9,99
3264627,1,87
3264627,1,79
3264627,4,42
3264627,3,152
3264627,5,127
3264627,4,-42
3264627,2,41
3264627,2,17
3264627,2,116
3264627,2,43
3264627,4,14
3264627,2,157
3264627,6,151
3264627,2,-43
3264627,1,-45
3264627,2,88
3264627,8,34
3264627,1,82
3264627,4,-19
3264627,1,134
3264627,10,94
3264627,5,38
3264627,3,16
3264627,7,12
3264627,2,-24
3264627,3,-44
3264627,4,118
3264627,1,111
3264627,6,-9
3264627,2,-64
3264627,4,-48
3264627,2,6
3264627,2,-5
3264627,12,91
3264627,2,-7
3264627,7,-36
3264627,2,156
3264627,31,92
3264627,2,72
3264627,1,53
3264627,1,32
3264627,2,-28
3264627,3,139
3264627,6,114
3264627,10,93
3264627,2,59
3264627,1,8
3264627,6,112
3264627,3,95
3264627,1,119
3264627,6,31
3264627,11,97
3264627,1,121
3264627,30,96
3264627,3,74
3264627,2,37
3264627,3,-10
3264627,1,-31
3264627,4,135
3264627,2,108
174379054,47,125
174379054,15,123
174379054,36,121
174379054,4,118
174379054,1,116
174379054,18,115
174379054,6,114
174379054,6,128
174379054,14,127
174379054,1,126
174379054,5,120
174379054,38,117
61100920,12,18
61100920,1,14
61100920,2,17
61100920,9,-6
61100920,16,-27
61100920,4,35
61100920,1,-4
61100920,1,-17
61100920,2,-21
61100920,2,-25
61100920,3,59
61100920,1,42
61100920,2,19
61100920,2,-26
61100920,3,43
61100920,1,-5
61100920,1,-7
61100920,3,-16
122484437,4,138
122484437,3,39
122484437,2,58
122484437,6,45
122484437,5,151
122484437,8,130
122484437,3,65
122484437,10,139
122484437,2,48
122484437,17,35
122484437,3,107
122484437,4,89
122484437,1,70
122484437,4,50
122484437,2,44
122484437,29,143
122484437,38,131
122484437,1,120
122484437,6,102
122484437,9,94
122484437,1,38
122484437,15,148
122484437,37,144
122484437,9,121
122484437,13,128
122484437,10,118
122484437,3,67
122484437,13,95
122484437,2,42
122484437,4,31
122484437,4,103
122484437,1,90
122484437,4,54
122484437,17,129
122484437,11,106
122484437,4,98
122484437,2,69
122484437,4,66
122484437,1,43
122484437,17,147
122484437,84,124
122484437,2,117
122484437,4,76
122484437,2,64
122484437,3,63
122484437,7,60
122484437,1,59
122484437,1,155
122484437,44,153
122484437,5,62
122484437,2,109
122484437,2,97
122484437,15,93
122484437,5,137
122484437,2,49
122484437,13,111
122484437,2,99
122484437,1,85
122484437,4,61
122484437,10,154
122484437,2,37
122484437,52,125
122484437,5,114
122484437,4,46
122484437,24,146
122484437,1,53
122484437,4,116
122484437,17,112
122484437,1,78
122484437,13,123
122484437,13,110
122484437,2,96
122484437,4,47
122484437,7,33
122484437,6,156
122484437,8,141
122484437,2,100
122484437,4,88
122484437,50,122
122484437,15,119
122484437,3,105
122484437,2,68
122484437,41,152
122484437,32,126
122484437,6,36
122484437,8,113
122484437,7,55
122484437,3,51
122484437,18,140
122484437,5,87
122484437,1,83
122484437,2,115
122484437,17,91
122484437,3,92
122484437,4,86
122484437,5,75
122484437,10,149
122484437,5,108
122484437,26,127
122484437,15,145
122484437,21,142
122484437,3,57
122484437,2,41
122484437,1,32
122484437,6,56
122484437,2,40
122484437,7,34
68119757,2,39
68119757,4,-5
68119757,7,-9
68119757,3,-11
68119757,6,-10
68119757,4,-14
68119757,1,3
68119757,1,0
68119757,7,-1
68119757,5,-6
68119757,5,-7
68119757,1,-8
68119757,3,-12
68119757,3,4
68119757,1,2
68119757,7,-2
68119757,1,-3
68119757,17,5
68119757,1,-4
68119757,11,-13
188094787,6,139
188094787,5,127
188094787,3,151
188094787,7,148
188094787,12,140
188094787,12,128
188094787,4,150
188094787,3,147
188094787,4,136
188094787,60,125
188094787,7,155
188094787,3,154
188094787,2,153
188094787,3,152
188094787,4,143
188094787,3,134
188094787,12,130
188094787,8,138
188094787,3,137
188094787,2,141
188094787,3,135
188094787,82,132
188094787,7,131
188094787,4,129
188094787,4,149
188094787,5,146
188094787,2,144
188094787,59,126
188094787,11,156
188094787,1,145
188094787,3,142
188094787,5,133
139312143,2,80
139312143,2,79
139312143,1,116
69273058,2,28
69273058,13,21
69273058,24,8
69273058,15,-7
69273058,1,88
69273058,9,61
69273058,3,58
69273058,11,40
69273058,3,119
69273058,1,93
69273058,5,74
69273058,7,3
69273058,4,2
69273058,10,-3
69273058,2,157
69273058,2,126
69273058,3,98
69273058,4,5
69273058,3,96
69273058,4,73
69273058,3,52
69273058,15,-6
69273058,4,149
69273058,2,122
69273058,1,117
69273058,1,97
69273058,18,62
69273058,25,59
69273058,4,30
69273058,7,-11
69273058,1,138
69273058,2,106
69273058,5,55
69273058,3,16
69273058,3,54
69273058,4,32
69273058,10,26
69273058,9,19
69273058,2,113
69273058,1,99
69273058,9,72
69273058,2,56
69273058,10,-2
69273058,32,4
69273058,16,1
69273058,2,156
69273058,1,139
69273058,1,34
69273058,4,25
69273058,1,37
69273058,5,31
69273058,2,-12
69273058,4,47
69273058,7,22
69273058,31,9
69273058,2,120
69273058,8,118
69273058,1,109
69273058,1,95
69273058,8,11
69273058,10,-4
69273058,1,124
69273058,1,112
69273058,3,71
69273058,8,57
69273058,20,20
69273058,13,15
69273058,15,12
69273058,33,-1
69273058,19,60
69273058,6,39
69273058,4,24
69273058,6,23
69273058,7,-8
69273058,6,-9
69273058,5,86
69273058,2,33
69273058,5,18
69273058,16,14
69273058,6,10
69273058,3,7
69273058,12,6
69273058,14,0
69273058,3,135
69273058,3,63
69273058,2,45
69273058,15,13
69273058,10,-5
69273058,9,136
69273058,2,121
69273058,4,53
69273058,1,27
99630087,2,46
99630087,6,36
99630087,2,34
99630087,12,33
99630087,3,32
99630087,1,31
99630087,3,101
99630087,2,60
99630087,1,42
99630087,4,38
99630087,3,37
64966930,6,31
64966930,4,25
64966930,4,7
64966930,6,0
64966930,3,121
64966930,18,73
64966930,2,64
64966930,2,-2
64966930,12,-4
64966930,1,138
64966930,7,131
64966930,1,45
64966930,3,24
64966930,1,-17
64966930,7,91
64966930,1,78
64966930,2,40
64966930,2,30
64966930,3,20
64966930,1,116
64966930,10,110
64966930,4,63
64966930,3,4
64966930,1,-19
64966930,1,114
64966930,1,56
64966930,4,37
64966930,5,117
64966930,2,95
64966930,2,75
64966930,9,-7
64966930,10,-9
64966930,3,150
64966930,2,129
64966930,1,128
64966930,4,136
64966930,1,42
64966930,2,29
64966930,2,36
64966930,22,32
64966930,9,-8
64966930,6,137
64966930,3,113
64966930,10,47
64966930,1,16
64966930,2,-1
64966930,15,-10
64966930,2,80
64966930,2,77
64966930,1,74
64966930,17,41
64966930,7,19
64966930,4,-11
64966930,5,130
64966930,4,88
64966930,1,72
64966930,3,3
64966930,3,-13
64966930,7,83
64966930,12,70
64966930,3,46
64966930,6,60
64966930,5,38
64966930,2,125
64966930,1,93
64966930,7,76
64966930,1,26
64966930,4,61
64966930,1,53
64966930,2,9
64966930,2,5
64966930,18,-6
64966930,8,127
64966930,16,118
64966930,11,71
64966930,3,-20
64966930,1,54
64966930,4,1
64966930,3,-3
64966930,1,133
64966930,1,115
64966930,1,84
64966930,22,8
64966930,1,112
64966930,12,92
64966930,3,89
142657210,4,120
142657210,1,110
142657210,1,92
142657210,5,83
142657210,2,156
142657210,2,98
142657210,2,86
142657210,4,85
142657210,8,82
142657210,3,100
12610074,1,103
12610074,1,-18
12610074,65,-24
16026402,2,-42
16026402,8,155
16026402,5,110
16026402,1,38
16026402,4,81
16026402,7,24
16026402,8,16
16026402,4,-27
16026402,2,-45
16026402,3,132
16026402,1,116
16026402,1,115
16026402,14,95
16026402,16,73
16026402,1,-35
16026402,7,144
16026402,1,45
16026402,1,-7
16026402,6,136
16026402,4,120
16026402,13,-1
16026402,8,79
16026402,3,70
16026402,2,7
16026402,1,-46
16026402,3,130
16026402,1,51
16026402,1,94
16026402,5,18
16026402,2,-4
16026402,3,121
16026402,6,69
16026402,1,44
16026402,1,-37
16026402,1,-53
16026402,1,104
16026402,1,101
16026402,10,77
16026402,1,20
16026402,1,14
16026402,3,149
16026402,1,117
16026402,7,103
16026402,3,-21
16026402,2,-22
16026402,5,-47
16026402,5,102
16026402,2,-52
16026402,2,-16
16026402,5,150
16026402,2,122
16026402,4,88
16026402,6,6
16026402,2,-9
16026402,2,154
16026402,7,111
16026402,3,28
16026402,20,76
16026402,1,23
16026402,2,-2
16026402,8,-41
16026402,4,123
16026402,3,100
16026402,11,78
16026402,3,151
16026402,4,112
16026402,5,0
16026402,3,71
16026402,8,68
16026402,8,-18
16026402,7,-19
16026402,6,131
16026402,1,129
16026402,3,107
16026402,4,91
16026402,2,41
16026402,4,139
16026402,4,141
16026402,1,118
16026402,1,109
16026402,7,4
16026402,6,-28
16026402,1,-54
16026402,3,153
16026402,3,138
16026402,1,119
16026402,7,42
16026402,3,-57
16026402,3,-43
16026402,7,113
16026402,1,13
16026402,7,-34
16026402,1,-33
16026402,3,-39
16026402,2,67
16026402,1,15
16026402,3,-20
16026402,5,17
16026402,1,-13
16026402,1,-48
16026402,6,92
16026402,2,83
16026402,5,35
16026402,3,8
16026402,2,5
16026402,4,2
16026402,1,-58
16026402,2,128
16026402,1,98
16026402,22,75
16026402,4,19
16026402,1,-59
16026402,1,-110
16026402,9,-40
16026402,2,108
16026402,2,57
16026402,3,29
16026402,2,96
16026402,4,82
16026402,1,34
16026402,4,33
16026402,3,-44
16026402,4,145
16026402,6,143
16026402,10,114
16026402,1,146
16026402,1,105
16026402,2,99
16026402,2,25
16026402,1,-10
16026402,1,80
16026402,7,74
16026402,4,30
16026402,3,10
16026402,1,-6
16026402,3,152
16026402,2,125
16026402,2,40
16026402,9,72
16026402,9,31
16026402,5,26
16026402,4,-12
16026402,2,124
16026402,6,87
16026402,5,84
16026402,1,89
16026402,3,-38
16026402,2,148
16026402,6,97
16026402,4,93
63685997,37,109
63685997,4,91
63685997,8,-4
63685997,2,-12
63685997,13,148
63685997,3,90
63685997,1,57
63685997,3,-3
63685997,3,-20
63685997,1,145
63685997,23,113
63685997,1,62
63685997,1,13
63685997,2,7
63685997,2,5
63685997,12,-5
63685997,2,141
63685997,1,139
63685997,6,6
63685997,3,0
63685997,1,-1
63685997,2,-10
63685997,26,-22
63685997,11,120
63685997,6,117
63685997,2,15
63685997,1,8
63685997,2,137
63685997,1,78
63685997,33,77
63685997,9,61
63685997,6,-2
63685997,2,-18
63685997,16,-21
63685997,5,121
63685997,3,9
63685997,10,-11
63685997,4,152
63685997,2,41
63685997,1,-13
63685997,1,-14
63685997,4,-15
180730200,12,119
27406442,12,-32
27406442,1,20
27406442,1,-8
27406442,1,23
27406442,1,3
27406442,1,-24
27406442,8,-17
27406442,2,-18
27406442,4,-23
27406442,7,25
27406442,3,16
27406442,3,0
27406442,2,6
27406442,6,150
27406442,1,43
27406442,4,34
27406442,1,29
27406442,3,22
27406442,3,14
27406442,3,-16
27406442,4,97
27406442,6,18
27406442,3,15
27406442,1,19
27406442,2,-28
27406442,8,51
27406442,1,47
27406442,1,-40
27406442,1,5
27406442,9,156
27406442,1,50
27406442,2,-2
27406442,5,65
27406442,2,27
27406442,1,21
27406442,6,-34
27406442,1,45
27406442,1,42
27406442,2,-29
27406442,3,-46
27406442,1,-31
27406442,8,111
27406442,1,17
27406442,5,44
27406442,7,-33
27406442,4,-36
27406442,2,35
27406442,2,-1
27406442,3,-7
27406442,3,24
27406442,5,-3
27406442,3,-30
27406442,5,-48
203626683,2,142
203626683,1,139
203626683,9,138
28538886,2,57
28538886,4,13
28538886,21,-35
28538886,6,32
28538886,4,4
28538886,8,-37
28538886,4,-38
28538886,2,130
28538886,2,74
28538886,4,51
28538886,10,35
28538886,2,-45
28538886,2,-25
28538886,4,-50
28538886,2,30
28538886,9,-28
28538886,1,93
28538886,6,-5
28538886,15,-31
28538886,2,-27
28538886,6,-39
28538886,1,75
28538886,1,87
28538886,5,59
28538886,1,49
28538886,1,34
28538886,2,29
28538886,6,-16
28538886,4,31
28538886,14,-32
180528103,2,155
180528103,2,122
180528103,4,120
180528103,7,119
119831298,10,98
119831298,1,80
119831298,1,128
119831298,4,95
119831298,2,94
119831298,1,62
119831298,1,100
119831298,1,111
119831298,4,92
119831298,6,59
119831298,16,57
119831298,1,125
119831298,3,58
119831298,4,91
111742361,11,53
111742361,4,153
111742361,26,124
111742361,14,99
111742361,6,74
111742361,51,119
111742361,21,102
111742361,1,77
111742361,54,121
111742361,1,55
111742361,5,50
111742361,15,151
111742361,1,144
111742361,4,125
111742361,20,109
111742361,25,98
111742361,1,49
111742361,26,138
111742361,3,122
111742361,20,120
111742361,2,51
111742361,32,123
111742361,3,110
111742361,25,56
111742361,6,106
111742361,10,104
111742361,14,103
111742361,2,76
111742361,7,52
111742361,1,149
111742361,6,148
111742361,54,108
111742361,9,129
111742361,12,128
111742361,1,118
111742361,25,107
111742361,9,105
111742361,8,152
111742361,1,150
111742361,12,137
111742361,6,47
111742361,16,100
111742361,1,75
112973180,15,111
112973180,8,96
112973180,11,51
112973180,2,131
112973180,2,121
112973180,2,115
112973180,12,112
112973180,5,67
112973180,5,119
112973180,2,104
112973180,14,91
112973180,15,85
112973180,19,86
112973180,9,66
112973180,11,65
112973180,1,152
112973180,1,148
112973180,2,128
112973180,1,88
112973180,2,149
112973180,1,97
112973180,12,87
112973180,2,150
112973180,10,110
112973180,14,101
112973180,9,71
112973180,10,90
112973180,10,80
112973180,10,68
112973180,13,84
112973180,5,79
112973180,13,75
112973180,21,63
112973180,1,143
112973180,1,113
112973180,4,109
112973180,8,94
112973180,7,50
112973180,1,136
112973180,3,117
112973180,4,107
112973180,23,61
112973180,20,76
112973180,2,142
112973180,3,114
112973180,23,93
112973180,26,78
112973180,6,135
112973180,5,116
112973180,19,83
112973180,7,74
112973180,3,146
112973180,4,100
112973180,1,141
112973180,1,129
112973180,8,99
112973180,8,98
112973180,11,77
112973180,8,69
112973180,10,64
112973180,2,53
112973180,1,127
112973180,6,95
112973180,5,92
112973180,7,81
112973180,3,130
112973180,4,124
112973180,2,120
112973180,9,59
112973180,9,108
112973180,3,62
112973180,24,49
112973180,4,132
112973180,4,106
112973180,7,102
112973180,27,60
144043320,11,133
144043320,6,114
144043320,4,85
144043320,4,120
144043320,22,116
144043320,2,151
144043320,28,135
144043320,7,155
144043320,2,134
144043320,4,138
144043320,6,99
144043320,6,86
144043320,1,122
144043320,18,117
144043320,1,153
144043320,3,144
144043320,1,140
144043320,13,136
144043320,5,132
144043320,4,130
144043320,4,87
144043320,1,125
144043320,14,145
144043320,2,142
144043320,2,123
144043320,8,143
144043320,6,127
144043320,14,113
144043320,10,121
144043320,4,119
144043320,4,84
144043320,5,141
144043320,1,131
144043320,6,115
144043320,1,146
144043320,6,124
144043320,10,118
144043320,2,139
144043320,13,128
149125702,1,109
149125702,1,108
149125702,2,100
149125702,2,94
149125702,2,91
149125702,4,90
149125702,8,150
164686958,3,151
164686958,3,143
164686958,10,139
164686958,3,107
164686958,9,106
164686958,6,142
164686958,2,138
164686958,2,116
164686958,9,109
164686958,3,118
164686958,9,112
164686958,1,111
164686958,6,110
164686958,9,145
164686958,6,137
164686958,1,136
164686958,13,133
164686958,7,141
164686958,5,132
164686958,6,108
164686958,1,103
176733561,1,125
176733561,1,120
176733561,7,116
6349954,6,42
6349954,5,-45
6349954,1,99
6349954,4,64
6349954,4,61
6349954,1,56
6349954,1,43
6349954,2,152
6349954,2,112
6349954,2,122
6349954,2,26
6349954,1,-28
6349954,1,-39
6349954,5,53
6349954,1,-16
6349954,9,-42
6349954,2,140
6349954,9,98
6349954,12,84
6349954,5,83
6349954,12,67
6349954,2,-48
6349954,2,106
6349954,15,6
6349954,2,-13
6349954,3,135
6349954,1,107
6349954,2,97
6349954,3,89
6349954,2,78
6349954,4,44
6349954,8,7
6349954,1,-9
6349954,1,146
6349954,1,116
6349954,10,77
6349954,5,68
6349954,7,50
6349954,3,-33
6349954,2,25
6349954,2,-10
6349954,5,145
6349954,1,94
6349954,12,63
6349954,6,62
6349954,8,40
6349954,2,15
6349954,6,3
6349954,32,47
6349954,8,2
6349954,6,-12
6349954,1,-29
6349954,20,-40
6349954,4,-44
6349954,2,57
6349954,37,46
6349954,4,39
6349954,2,-1
6349954,21,-31
6349954,2,24
6349954,2,23
6349954,2,8
6349954,1,156
6349954,7,90
6349954,17,81
6349954,1,70
6349954,23,45
6349954,31,-6
6349954,4,-21
6349954,24,-35
6349954,30,-41
6349954,3,-4
6349954,5,-5
6349954,3,-17
6349954,1,-43
6349954,4,137
6349954,3,126
6349954,1,118
6349954,15,82
6349954,1,16
6349954,3,11
6349954,3,136
6349954,13,125
6349954,2,96
6349954,1,75
6349954,2,60
6349954,5,-32
6349954,22,-34
6349954,6,142
6349954,2,131
6349954,13,100
6349954,1,71
6349954,6,48
9969081,1,-51
100855625,1,100
100855625,6,65
100855625,1,140
100855625,1,126
100855625,1,104
100855625,3,51
100855625,1,157
100855625,3,155
100855625,1,128
100855625,2,98
100855625,10,97
100855625,1,145
100855625,1,123
100855625,1,120
100855625,18,62
100855625,10,34
100855625,1,130
100855625,2,119
100855625,4,77
100855625,3,117
100855625,2,113
100855625,2,109
100855625,2,108
100855625,5,80
100855625,1,151
100855625,2,141
100855625,3,139
100855625,5,67
100855625,1,134
100855625,1,95
100855625,3,81
100855625,1,144
100855625,2,66
100855625,1,118
100855625,53,105
100855625,4,63
100855625,2,156
100855625,1,136
100855625,1,124
175811609,77,145
175811609,6,139
175811609,2,118
175811609,2,115
175811609,4,122
175811609,2,148
175811609,4,147
175811609,10,117
175811609,2,137
175811609,2,136
175811609,2,135
175811609,38,116
175811609,2,149
175811609,104,146
175811609,2,126
175811609,2,140
175811609,15,133
175811609,3,123
175811609,5,153
175811609,4,141
5544549,2,-40
61955693,2,113
61955693,2,90
61955693,2,39
61955693,5,-21
61955693,3,-25
61955693,8,-26
61955693,1,134
61955693,1,123
129778011,3,71
129778011,22,70
129778011,23,69
129778011,11,68
129778011,1,74
198123683,3,150
198123683,7,135
198123683,2,144
198123683,2,138
198123683,3,137
198123683,3,136
198123683,2,134
198123683,1,147
198123683,2,145
202198265,2,150
202198265,4,144
202198265,2,143
202198265,1,141
202198265,5,137
19176652,7,-50
19176652,3,98
19176652,1,94
19176652,2,16
19176652,2,12
19176652,4,-14
19176652,5,-45
19176652,3,141
19176652,1,11
19176652,3,8
19176652,5,-12
19176652,1,93
19176652,5,31
19176652,3,23
19176652,3,-6
19176652,6,-5
19176652,4,-18
19176652,1,-40
19176652,7,75
19176652,2,74
19176652,2,71
19176652,8,17
19176652,1,124
19176652,1,9
19176652,3,-8
19176652,2,-11
19176652,2,105
19176652,1,103
19176652,1,-38
19176652,2,-19
19176652,5,-44
19176652,1,-46
19176652,1,-48
19176652,4,92
19176652,3,13
19176652,4,0
19176652,1,-15
19176652,1,-49
19176652,8,18
19176652,1,14
19176652,1,-4
74780728,1,142
74780728,6,80
74780728,2,130
74780728,2,10
74780728,3,-3
74780728,2,108
74780728,1,31
74780728,13,147
74780728,6,133
74780728,4,109
74780728,4,87
74780728,2,81
74780728,1,64
74780728,3,52
74780728,1,25
74780728,3,132
74780728,2,128
74780728,2,118
74780728,3,-1
74780728,4,137
74780728,2,74
74780728,1,4
74780728,4,86
74780728,2,77
74780728,1,150
74780728,3,138
74780728,1,89
74780728,4,120
74780728,1,82
74780728,2,53
74780728,2,2
74780728,3,157
74780728,3,125
74780728,11,121
74780728,1,13
74780728,2,-2
74780728,1,153
74780728,3,149
74780728,5,144
74780728,1,126
74780728,5,115
74780728,5,76
74780728,1,18
74780728,6,140
74780728,1,139
74780728,1,127
74780728,1,36
74780728,1,11
74780728,2,3
74780728,3,114
74780728,1,94
74780728,2,42
74780728,2,33
74780728,1,124
74780728,6,123
74780728,1,107
74780728,2,57
74780728,1,28
74780728,2,21
74780728,1,8
74780728,2,0
74780728,4,155
74780728,1,136
74780728,17,75
74780728,3,119
74780728,1,39
74780728,5,112
74780728,1,54
74780728,2,104
74780728,1,66
74780728,1,146
74780728,11,135
74780728,1,106
74780728,6,131
74780728,6,111
74780728,1,92
89068212,5,142
89068212,17,94
89068212,3,93
89068212,3,65
89068212,1,48
89068212,4,20
89068212,2,141
89068212,3,129
89068212,2,64
89068212,8,17
89068212,2,16
164931903,1,142
164931903,1,140
164931903,3,115
164931903,3,109
164931903,19,107
164931903,16,106
164931903,3,152
164931903,3,146
164931903,6,135
164931903,1,130
164931903,3,108
164931903,1,150
164931903,4,144
77646849,6,26
77646849,1,21
77646849,16,16
77646849,1,9
77646849,2,7
77646849,1,3
77646849,1,2
77646849,4,28
77646849,8,1
77646849,3,50
77646849,6,49
77646849,2,8
77646849,3,6
77646849,1,5
77646849,1,4
77646849,8,53
77646849,2,25
77646849,1,23
77646849,3,22
77646849,1,95
77646849,6,14
77646849,4,11
77646849,1,96
3970418,2,51
3970418,9,27
3970418,2,147
3970418,5,110
3970418,2,55
16131325,2,33
16131325,2,-44
16131325,5,58
8730405,9,54
8730405,4,36
8730405,1,-31
8730405,1,95
8730405,2,77
8730405,1,71
8730405,10,-30
8730405,1,-25
8730405,3,-28
8730405,4,-32
8730405,1,113
8730405,4,109
8730405,1,101
8730405,3,35
8730405,2,-9
8730405,4,-14
8730405,1,93
8730405,2,79
8730405,1,57
8730405,1,-16
8730405,1,-51
8730405,5,60
8730405,3,39
8730405,2,11
8730405,1,67
8730405,1,53
8730405,2,-29
8730405,1,40
8730405,9,33
8730405,4,22
8730405,6,-27
8730405,1,137
8730405,3,61
8730405,1,50
8730405,6,34
8730405,2,-24
8730405,6,-33
8730405,7,134
8730405,8,94
8730405,4,37
89913075,4,107
89913075,52,154
89913075,28,150
89913075,27,143
89913075,3,111
89913075,2,110
89913075,2,-9
89913075,7,-16
89913075,17,-27
89913075,1,-26
89913075,1,157
89913075,2,95
89913075,1,79
89913075,1,40
89913075,3,16
89913075,2,1
89913075,6,-15
89913075,1,61
89913075,12,125
89913075,1,35
89913075,1,27
89913075,5,4
89913075,25,151
89913075,14,141
89913075,4,126
89913075,1,21
89913075,2,18
89913075,2,15
89913075,1,9
89913075,1,53
89913075,1,7
89913075,22,155
89913075,19,146
89913075,1,20
89913075,4,-5
89913075,3,-14
89913075,1,-10
89913075,49,152
89913075,23,147
89913075,2,46
89913075,1,12
89913075,6,-18
89913075,1,109
89913075,1,3
89913075,52,148
89913075,32,142
89913075,4,17
89913075,3,-4
89913075,10,-17
89913075,3,156
89913075,12,149
89913075,31,145
89913075,1,48
89913075,1,41
89913075,20,144
89913075,1,131
89913075,11,24
89913075,3,23
89913075,3,-12
89913075,1,114
89913075,1,93
89913075,1,38
89913075,6,19
89913075,19,2
89913075,4,-13
89913075,22,153
89913075,1,49
89913075,1,113
89913075,6,106
89913075,1,102
89913075,3,-24
7212427,2,57
7212427,3,0
7212427,1,-6
7212427,3,-31
7212427,1,143
7212427,5,53
7212427,6,52
7212427,7,-30
7212427,1,-39
7212427,8,150
7212427,1,80
7212427,1,61
7212427,1,51
7212427,3,46
7212427,3,-9
7212427,51,144
7212427,18,102
7212427,5,-10
7212427,22,-33
